"id","org_flow_in", "person_flow_in", "price_chg"
2268,"-680.51","-641.59","(-2.64\\%)"
2269,"0.00","0.00","(0.00\\%)"
2270,"366.25","-716.33","(+1.80\\%)"
2271,"-573.03","-1331.69","(-2.03\\%)"
2272,"1321.52","-344.85","(+4.24\\%)"
2273,"0.00","0.00","(0.00\\%)"
2274,"1058.47","-871.56","(+5.04\\%)"
2275,"-1826.70","-1400.98","(-3.93\\%)"
2276,"-1117.50","-1252.13","(-1.95\\%)"
2277,"0.00","0.00","(0.00\\%)"
2278,"-417.62","-456.78","(-2.66\\%)"
2279,"-313.96","-1221.10","(-2.01\\%)"
2280,"414.14","-30.10","(+0.51\\%)"
2281,"-632.87","-486.62","(-0.79\\%)"
2282,"-467.46","-470.64","(-2.73\\%)"
2283,"-108.49","-798.92","(-0.72\\%)"
2284,"631.25","432.60","(+1.69\\%)"
2285,"1444.75","-745.31","(+0.52\\%)"
2286,"-303.91","650.89","(-0.44\\%)"
2287,"-640.71","-831.51","(+0.09\\%)"
2288,"-11322.26","-2210.86","(-6.24\\%)"
2289,"708.06","25.77","(-0.40\\%)"
2290,"-3271.11","-1053.15","(-3.62\\%)"
2291,"-1091.86","-704.27","(-3.12\\%)"
2292,"-2655.78","-358.37","(-2.01\\%)"
2293,"0.00","0.00","(0.00\\%)"
2294,"-1380.67","-68.90","(-0.62\\%)"
2295,"-550.48","-867.71","(-3.41\\%)"
2296,"-11863.49","-588.53","(-3.32\\%)"
2297,"-167.63","-509.62","(-1.52\\%)"
2298,"-375.06","-748.08","(-1.22\\%)"
2299,"0.00","0.00","(0.00\\%)"
2300,"-873.03","-289.77","(-1.92\\%)"
2301,"-32.47","-791.84","(-2.27\\%)"
2302,"-5287.65","254.83","(-0.93\\%)"
2303,"0.00","0.00","(0.00\\%)"
2304,"0.00","0.00","(0.00\\%)"
2305,"-131.08","-263.99","(-0.33\\%)"
2306,"-1406.47","-584.45","(+0.11\\%)"
2307,"0.00","0.00","(0.00\\%)"
2308,"-129.30","-121.17","(-0.45\\%)"
2309,"0.00","0.00","(0.00\\%)"
2310,"366.25","-716.33","(+1.80\\%)"
2311,"0.00","0.00","(0.00\\%)"
2312,"-502.89","-505.27","(-0.78\\%)"
2313,"1321.52","-344.85","(+4.24\\%)"
2314,"0.00","0.00","(0.00\\%)"
2315,"1058.47","-871.56","(+5.04\\%)"
2316,"-1958.31","-307.98","(-1.17\\%)"
2317,"-1117.50","-1252.13","(-1.95\\%)"
2318,"-602.32","-771.39","(-2.26\\%)"
2319,"8.19","-169.60","(-0.48\\%)"
2320,"-313.96","-1221.10","(-2.01\\%)"
2321,"3511.71","-510.91","(+3.21\\%)"
2322,"-632.87","-486.62","(-0.79\\%)"
2323,"-108.49","-798.92","(-0.72\\%)"
2324,"-1194.03","-364.05","(-3.13\\%)"
2325,"1444.75","-745.31","(+0.52\\%)"
2326,"-1038.74","-1318.90","(-1.65\\%)"
2327,"-9013.90","-1375.19","(-3.00\\%)"
2328,"-11322.26","-2210.86","(-6.24\\%)"
2329,"-308.67","-611.96","(-0.60\\%)"
2330,"-3271.11","-1053.15","(-3.62\\%)"
2331,"-312.20","-570.18","(-2.12\\%)"
2332,"-2655.78","-358.37","(-2.01\\%)"
2333,"84.54","-345.76","(-1.20\\%)"
2334,"-550.48","-867.71","(-3.41\\%)"
2335,"-1173.73","-989.84","(-2.40\\%)"
2336,"-3473.77","-514.39","(-1.77\\%)"
2337,"-167.63","-509.62","(-1.52\\%)"
2338,"1625.34","847.89","(+2.16\\%)"
2339,"0.00","0.00","(0.00\\%)"
2340,"0.00","0.00","(0.00\\%)"
2341,"-32.47","-791.84","(-2.27\\%)"
2342,"-262.87","-369.70","(-0.44\\%)"
2343,"-115.55","-880.88","(-0.56\\%)"
2344,"0.00","0.00","(0.00\\%)"
2345,"-756.64","-360.53","(-0.66\\%)"
2346,"-1406.47","-584.45","(+0.11\\%)"
2347,"-946.49","-710.48","(-2.26\\%)"
2348,"-129.30","-121.17","(-0.45\\%)"
2349,"-3849.65","-542.36","(-3.68\\%)"
2350,"366.25","-716.33","(+1.80\\%)"
2351,"-269.89","-698.06","(-1.07\\%)"
2352,"-335.57","-385.07","(-2.74\\%)"
2353,"1321.52","-344.85","(+4.24\\%)"
2354,"1058.47","-871.56","(+5.04\\%)"
2355,"-2110.32","-206.33","(-1.88\\%)"
2356,"-1117.50","-1252.13","(-1.95\\%)"
2357,"-355.89","-686.66","(-2.27\\%)"
2358,"-313.96","-1221.10","(-2.01\\%)"
2359,"-1439.75","-1210.76","(-2.87\\%)"
2360,"1314.40","-835.16","(+1.34\\%)"
2361,"-632.87","-486.62","(-0.79\\%)"
2362,"-15720.63","-927.35","(-2.21\\%)"
2363,"-108.49","-798.92","(-0.72\\%)"
2364,"0.00","0.00","(0.00\\%)"
2365,"1444.75","-745.31","(+0.52\\%)"
2366,"-1990.68","-319.41","(-0.68\\%)"
2367,"-11322.26","-2210.86","(-6.24\\%)"
2368,"-6432.09","-519.66","(-3.62\\%)"
2369,"-226.89","-324.08","(-0.77\\%)"
2370,"-3271.11","-1053.15","(-3.62\\%)"
2371,"-130.15","-143.41","(-0.69\\%)"
2372,"-2655.78","-358.37","(-2.01\\%)"
2373,"375.14","-403.39","(-1.77\\%)"
2374,"-550.48","-867.71","(-3.41\\%)"
2375,"-3509.89","-1034.37","(-3.89\\%)"
2376,"-509.09","-500.94","(-0.21\\%)"
2377,"-167.63","-509.62","(-1.52\\%)"
2378,"-227.23","-473.94","(-2.20\\%)"
2379,"0.00","0.00","(0.00\\%)"
2380,"-20.27","411.14","(+0.19\\%)"
2381,"-32.47","-791.84","(-2.27\\%)"
2382,"-819.41","-972.35","(-2.96\\%)"
2383,"0.00","0.00","(0.00\\%)"
2384,"0.00","0.00","(0.00\\%)"
2385,"-870.45","-1085.25","(-0.60\\%)"
2386,"-1406.47","-584.45","(+0.11\\%)"
2387,"-129.30","-121.17","(-0.45\\%)"
2388,"-10426.73","-1746.55","(-10.01\\%)"
2389,"366.25","-716.33","(+1.80\\%)"
2390,"-1849.06","-862.98","(-0.10\\%)"
2391,"1321.52","-344.85","(+4.24\\%)"
2392,"-937.28","-153.83","(+0.20\\%)"
2393,"-1781.72","-600.56","(-1.23\\%)"
2394,"1058.47","-871.56","(+5.04\\%)"
2395,"-864.40","-690.58","(-0.74\\%)"
2396,"-1117.50","-1252.13","(-1.95\\%)"
2397,"2222.22","149.44","(+6.82\\%)"
2398,"-313.96","-1221.10","(-2.01\\%)"
2399,"-3915.79","-1568.15","(-4.43\\%)"
2400,"-632.87","-486.62","(-0.79\\%)"
2401,"-1238.36","-1158.95","(-1.67\\%)"
2402,"148.01","16.87","(+0.96\\%)"
2403,"-108.49","-798.92","(-0.72\\%)"
2404,"-727.23","228.65","(-1.07\\%)"
2405,"1444.75","-745.31","(+0.52\\%)"
2406,"-5089.18","-1302.63","(-1.81\\%)"
2407,"-11322.26","-2210.86","(-6.24\\%)"
2408,"-2324.90","-1163.28","(-3.73\\%)"
2409,"-3271.11","-1053.15","(-3.62\\%)"
2410,"-6.71","-1207.71","(-2.05\\%)"
2411,"-2655.78","-358.37","(-2.01\\%)"
2412,"0.00","0.00","(0.00\\%)"
2413,"-127.57","-1025.98","(-2.35\\%)"
2414,"-550.48","-867.71","(-3.41\\%)"
2415,"-231.04","-557.82","(-0.30\\%)"
2416,"-167.63","-509.62","(-1.52\\%)"
2417,"-2730.73","-418.97","(-1.98\\%)"
2418,"0.00","0.00","(0.00\\%)"
2419,"-100.91","-218.23","(-1.47\\%)"
2420,"-32.47","-791.84","(-2.27\\%)"
2421,"-151.01","-306.34","(-1.40\\%)"
2422,"625.92","-727.88","(+0.24\\%)"
2423,"0.00","0.00","(0.00\\%)"
2424,"-526.84","-28.76","(+0.53\\%)"
2425,"-1406.47","-584.45","(+0.11\\%)"
2426,"-10291.45","574.94","(-0.96\\%)"
2427,"-129.30","-121.17","(-0.45\\%)"
2428,"2287.41","-509.47","(+1.20\\%)"
2429,"366.25","-716.33","(+1.80\\%)"
2430,"-1967.50","-1201.14","(-1.43\\%)"
2431,"-1974.90","-591.69","(-3.02\\%)"
2432,"1321.52","-344.85","(+4.24\\%)"
2433,"-1255.80","-690.36","(-1.44\\%)"
2434,"1058.47","-871.56","(+5.04\\%)"
2435,"-2851.73","-1247.43","(-5.00\\%)"
2436,"-1117.50","-1252.13","(-1.95\\%)"
2437,"139.26","-466.22","(+0.12\\%)"
2438,"-313.96","-1221.10","(-2.01\\%)"
2439,"-4498.30","-1792.88","(-1.32\\%)"
2440,"0.00","0.00","(0.00\\%)"
2441,"-632.87","-486.62","(-0.79\\%)"
2442,"-174.57","-842.86","(-0.97\\%)"
2443,"-108.49","-798.92","(-0.72\\%)"
2444,"1444.75","-745.31","(+0.52\\%)"
2445,"-421.25","-107.02","(-1.30\\%)"
2446,"-11322.26","-2210.86","(-6.24\\%)"
2447,"-377.28","-437.17","(-1.56\\%)"
2448,"715.30","214.47","(+0.96\\%)"
2449,"-3271.11","-1053.15","(-3.62\\%)"
2450,"-153.97","44.71","(-1.55\\%)"
2451,"-1072.20","-683.01","(-5.43\\%)"
2452,"-2655.78","-358.37","(-2.01\\%)"
2453,"-1425.44","-1748.26","(-2.95\\%)"
2454,"-550.48","-867.71","(-3.41\\%)"
2455,"0.00","0.00","(0.00\\%)"
2456,"-167.63","-509.62","(-1.52\\%)"
2457,"-653.33","-963.65","(-1.30\\%)"
2458,"0.00","0.00","(0.00\\%)"
2459,"-32.47","-791.84","(-2.27\\%)"
2460,"-712.98","-1143.58","(-3.57\\%)"
2461,"0.00","0.00","(0.00\\%)"
2462,"-2090.87","-494.30","(-2.60\\%)"
2463,"-11807.14","-895.24","(-6.52\\%)"
2464,"-1406.47","-584.45","(+0.11\\%)"
2465,"49.83","-254.08","(-0.89\\%)"
2466,"-129.30","-121.17","(-0.45\\%)"
2467,"-395.41","-923.84","(-0.88\\%)"
2468,"366.25","-716.33","(+1.80\\%)"
2469,"217.49","-220.07","(-0.90\\%)"
2470,"-2478.66","-686.75","(-5.43\\%)"
2471,"1321.52","-344.85","(+4.24\\%)"
2472,"2034.50","-720.71","(+3.22\\%)"
2473,"1058.47","-871.56","(+5.04\\%)"
2474,"0.00","0.00","(0.00\\%)"
2475,"-1117.50","-1252.13","(-1.95\\%)"
2476,"-1231.20","-306.66","(-0.46\\%)"
2477,"-313.96","-1221.10","(-2.01\\%)"
2478,"-398.97","-276.92","(-2.74\\%)"
2479,"-585.65","-43.29","(+0.12\\%)"
2480,"-632.87","-486.62","(-0.79\\%)"
2481,"-1703.12","-1099.06","(-1.94\\%)"
2482,"-108.49","-798.92","(-0.72\\%)"
2483,"-421.37","-603.65","(-2.28\\%)"
2484,"1444.75","-745.31","(+0.52\\%)"
2485,"-11322.26","-2210.86","(-6.24\\%)"
2486,"-13235.69","-2668.57","(-4.88\\%)"
2487,"-2995.60","-344.46","(-1.44\\%)"
2488,"-3271.11","-1053.15","(-3.62\\%)"
2489,"-1535.43","-643.96","(-2.28\\%)"
2490,"-2655.78","-358.37","(-2.01\\%)"
2491,"310.28","-10.32","(1.57\\%)"
2492,"-550.48","-867.71","(-3.41\\%)"
2493,"535.89","266.89","(+9.95\\%)"
2494,"0.00","0.00","(0.00\\%)"
2495,"1097.77","1242.70","(0.00\\%)"
2496,"-167.63","-509.62","(-1.52\\%)"
2497,"-5513.59","-2998.00","(-4.54\\%)"
2498,"0.00","0.00","(0.00\\%)"
2499,"-2518.72","-986.95","(-2.08\\%)"
2500,"-32.47","-791.84","(-2.27\\%)"
2501,"0.00","0.00","(0.00\\%)"
2502,"-1452.13","-645.78","(-2.21\\%)"
2503,"3517.11","-417.08","(+1.59\\%)"
2504,"-1406.47","-584.45","(+0.11\\%)"
2505,"0.00","0.00","(0.00\\%)"
2506,"-129.30","-121.17","(-0.45\\%)"
2507,"-262.50","-796.69","(-1.49\\%)"
2508,"-877.83","-1155.47","(-2.70\\%)"
2509,"366.25","-716.33","(+1.80\\%)"
2510,"1321.52","-344.85","(+4.24\\%)"
2511,"545.42","461.90","(+2.18\\%)"
2512,"-164.91","122.08","(+0.12\\%)"
2513,"1058.47","-871.56","(+5.04\\%)"
2514,"0.00","0.00","(0.00\\%)"
2515,"-813.90","-260.08","(-1.41\\%)"
2516,"-1117.50","-1252.13","(-1.95\\%)"
2517,"-313.96","-1221.10","(-2.01\\%)"
2518,"-975.30","-861.11","(-3.35\\%)"
2519,"-632.87","-486.62","(-0.79\\%)"
2520,"-336.71","-273.15","(0.00\\%)"
2521,"-5716.93","-849.49","(-1.53\\%)"
2522,"-108.49","-798.92","(-0.72\\%)"
2523,"0.00","0.00","(0.00\\%)"
2524,"1444.75","-745.31","(+0.52\\%)"
2525,"-16785.66","-1085.46","(-9.18\\%)"
2526,"-1856.78","-398.34","(-1.23\\%)"
2527,"-11322.26","-2210.86","(-6.24\\%)"
2528,"740.08","352.33","(-0.13\\%)"
2529,"-354.66","-457.49","(-0.40\\%)"
2530,"-3271.11","-1053.15","(-3.62\\%)"
2531,"-1316.00","-1540.35","(-2.62\\%)"
2532,"-2655.78","-358.37","(-2.01\\%)"
2533,"-1911.20","-696.80","(-1.90\\%)"
2534,"-550.48","-867.71","(-3.41\\%)"
2535,"43.68","-733.08","(-0.88\\%)"
2536,"-263.00","-355.13","(-0.84\\%)"
2537,"-786.88","-532.35","(-1.08\\%)"
2538,"-167.63","-509.62","(-1.52\\%)"
2539,"-548.03","-456.57","(-3.03\\%)"
2540,"0.00","0.00","(0.00\\%)"
2541,"-32.47","-791.84","(-2.27\\%)"
2542,"0.00","0.00","(0.00\\%)"
2543,"-1629.30","-1935.38","(-2.79\\%)"
2544,"-600.26","-688.31","(-1.79\\%)"
2545,"-1406.47","-584.45","(+0.11\\%)"
2546,"-5298.13","-945.61","(-3.30\\%)"
2547,"-129.30","-121.17","(-0.45\\%)"
2548,"0.00","0.00","(0.00\\%)"
2549,"366.25","-716.33","(+1.80\\%)"
2550,"-958.86","-194.67","(-0.87\\%)"
2551,"1321.52","-344.85","(+4.24\\%)"
2552,"-55895.80","-6921.24","(-9.99\\%)"
2553,"196.63","-199.61","(-0.11\\%)"
2554,"1058.47","-871.56","(+5.04\\%)"
2555,"-1117.50","-1252.13","(-1.95\\%)"
2556,"-313.96","-1221.10","(-2.01\\%)"
2557,"-632.87","-486.62","(-0.79\\%)"
2558,"-7554.95","-400.66","(-1.13\\%)"
2559,"-108.49","-798.92","(-0.72\\%)"
2560,"1444.75","-745.31","(+0.52\\%)"
2561,"-11322.26","-2210.86","(-6.24\\%)"
2562,"-3271.11","-1053.15","(-3.62\\%)"
2563,"-2655.78","-358.37","(-2.01\\%)"
2564,"-550.48","-867.71","(-3.41\\%)"
2565,"-541.88","-392.17","(-0.45\\%)"
2566,"-167.63","-509.62","(-1.52\\%)"
2567,"0.00","0.00","(0.00\\%)"
2568,"-32.47","-791.84","(-2.27\\%)"
2569,"-240.25","-666.01","(-1.92\\%)"
2570,"0.00","0.00","(0.00\\%)"
2571,"-1406.47","-584.45","(+0.11\\%)"
2572,"-900.08","-1157.65","(-1.43\\%)"
2573,"-129.30","-121.17","(-0.45\\%)"
2574,"-600.26","-688.31","(-1.79\\%)"
2575,"366.25","-716.33","(+1.80\\%)"
2576,"-5298.13","-945.61","(-3.30\\%)"
2577,"1321.52","-344.85","(+4.24\\%)"
2578,"-593.84","-223.44","(-0.80\\%)"
2579,"0.00","0.00","(0.00\\%)"
2580,"1058.47","-871.56","(+5.04\\%)"
2581,"-958.86","-194.67","(-0.87\\%)"
2582,"-1117.50","-1252.13","(-1.95\\%)"
2583,"196.63","-199.61","(-0.11\\%)"
2584,"-313.96","-1221.10","(-2.01\\%)"
2585,"0.00","0.00","(0.00\\%)"
2586,"-1256.97","-1123.39","(-1.26\\%)"
2587,"-632.87","-486.62","(-0.79\\%)"
2588,"-2146.42","-1047.43","(-3.37\\%)"
2589,"-108.49","-798.92","(-0.72\\%)"
2590,"-700.53","-359.20","(-1.40\\%)"
2591,"1444.75","-745.31","(+0.52\\%)"
2592,"-1147.95","-1223.88","(-3.78\\%)"
2593,"-1613.57","-752.33","(-0.92\\%)"
2594,"-11322.26","-2210.86","(-6.24\\%)"
2595,"-3271.11","-1053.15","(-3.62\\%)"
2596,"0.00","0.00","(0.00\\%)"
2597,"-2655.78","-358.37","(-2.01\\%)"
2598,"-609.64","-521.48","(-1.91\\%)"
2599,"4481.52","-757.63","(-0.59\\%)"
2600,"0.00","0.00","(0.00\\%)"
2601,"-550.48","-867.71","(-3.41\\%)"
2602,"-2606.56","-731.82","(-2.97\\%)"
2603,"-167.63","-509.62","(-1.52\\%)"
2604,"-1394.69","-494.98","(-0.82\\%)"
2605,"-446.69","-302.89","(-1.87\\%)"
2606,"-335.31","-571.76","(-0.84\\%)"
2607,"-240.25","-1219.12","(-2.16\\%)"
2608,"-334.57","-587.26","(-1.29\\%)"
2609,"-7196.21","-647.46","(-2.61\\%)"
2610,"-1524.19","-362.27","(-1.67\\%)"
2611,"-121.19","-702.98","(-2.23\\%)"
2612,"-1503.68","-486.22","(-1.02\\%)"
2613,"-5366.17","-2562.83","(-4.21\\%)"
2614,"-1193.40","-732.45","(-4.56\\%)"
2615,"-970.10","-98.30","(-2.16\\%)"
2616,"-154.74","-1123.18","(-1.28\\%)"
2617,"1519.89","-501.02","(-0.25\\%)"
2618,"-1591.38","-1266.21","(-2.50\\%)"
2619,"-590.39","-852.64","(-1.35\\%)"
2620,"-1002.96","-712.94","(-1.79\\%)"
2621,"-112.13","-686.85","(-0.99\\%)"
2622,"-4926.42","-606.41","(-1.35\\%)"
2623,"303.63","-260.24","(-0.39\\%)"
2624,"0.00","0.00","(0.00\\%)"
2625,"26339.34","-1207.72","(+3.16\\%)"
2626,"-5124.79","-3284.06","(-8.74\\%)"
2627,"-6649.50","-1217.09","(-3.72\\%)"
2628,"-1852.99","-425.02","(-0.78\\%)"
2629,"2358.06","718.16","(+3.78\\%)"
2630,"1817.21","35.58","(+1.19\\%)"
2631,"-457.38","-1239.21","(-3.42\\%)"
2632,"-146.50","-579.23","(-1.38\\%)"
2633,"-1254.83","-878.24","(+0.79\\%)"
2634,"-124.60","-403.04","(-1.52\\%)"
2635,"-121.61","-690.41","(+0.94\\%)"
2636,"-1722.92","-1084.04","(-6.29\\%)"
2637,"-1142.32","-921.62","(-1.17\\%)"
2638,"-3260.84","-321.67","(-1.16\\%)"
2639,"-949.70","-1800.46","(-3.65\\%)"
2640,"-260.51","-615.51","(-1.59\\%)"
2641,"-1081.82","-282.02","(-2.53\\%)"
2642,"-826.85","-924.07","(-3.05\\%)"
2643,"-14064.14","-5370.81","(-10.00\\%)"
2644,"0.00","0.00","(0.00\\%)"
2645,"-2640.93","-1011.62","(-1.69\\%)"
2646,"-1281.83","-1202.52","(-2.83\\%)"
2647,"-6631.56","-886.73","(-0.65\\%)"
2648,"4792.61","-291.40","(+0.13\\%)"
2649,"961.35","-273.80","(+3.19\\%)"
2650,"-7364.20","-1786.30","(-7.87\\%)"
2651,"-487.27","-767.81","(-1.78\\%)"
2652,"1424.82","329.66","(+1.00\\%)"
2653,"-30.11","-362.66","(-1.51\\%)"
2654,"-252.68","882.98","(+3.15\\%)"
2655,"-1954.55","-1604.66","(-4.83\\%)"
2656,"-434.89","109.10","(-0.18\\%)"
2657,"-1524.37","-907.21","(-1.48\\%)"
2658,"-1914.51","-1263.51","(-2.57\\%)"
2659,"-137.38","-155.41","(-0.09\\%)"
2660,"1199.29","-408.80","(+1.36\\%)"
2661,"-19.07","-161.49","(-0.28\\%)"
2662,"-2682.46","-809.77","(-0.50\\%)"
2663,"344.29","428.27","(+2.56\\%)"
2664,"-1177.58","-520.71","(-1.38\\%)"
2665,"-975.52","-1062.35","(-2.17\\%)"
2666,"4032.43","-169.61","(+1.24\\%)"
2667,"-591.04","-747.15","(-2.29\\%)"
2668,"-171.23","-509.95","(-1.93\\%)"
2669,"-1049.84","-1030.19","(-3.56\\%)"
2670,"1399.89","-1076.68","(+0.11\\%)"
2671,"-248.73","-857.85","(-2.33\\%)"
2672,"-378.21","-170.70","(+0.54\\%)"
2673,"884.19","-867.35","(+0.66\\%)"
2674,"-509.75","-122.83","(-1.00\\%)"
2675,"-41.88","-676.45","(-1.19\\%)"
2676,"-1204.66","-1045.12","(-1.44\\%)"
2677,"-443.40","-33.02","(-0.40\\%)"
2678,"-583.44","-871.72","(-2.77\\%)"
2679,"-12.79","-361.61","(-1.07\\%)"
2680,"-2894.47","-1838.52","(-4.20\\%)"
2681,"-179.55","-806.57","(-1.29\\%)"
2682,"-1547.77","-220.68","(-1.15\\%)"
2683,"-146.31","185.82","(-0.15\\%)"
2684,"10939.49","-120.92","(+0.78\\%)"
2685,"269.38","-537.72","(-0.62\\%)"
2686,"-3226.76","-955.21","(-4.33\\%)"
2687,"-1539.91","-1382.19","(-4.16\\%)"
2688,"-2680.25","-1967.57","(-6.20\\%)"
2689,"-978.61","-824.40","(-1.55\\%)"
2690,"-455.51","-406.15","(-0.47\\%)"
2691,"51.92","117.95","(+1.90\\%)"
2692,"-2809.33","-300.20","(-1.35\\%)"
2693,"-638.61","-608.21","(-2.29\\%)"
2694,"0.00","0.00","(0.00\\%)"
2695,"-1863.90","-523.68","(-2.11\\%)"
2696,"191.82","-499.36","(-1.39\\%)"
2697,"-287.09","-238.98","(-1.16\\%)"
2698,"-363.00","-822.52","(-2.73\\%)"
2699,"-618.93","-617.02","(-1.16\\%)"
2700,"10.07","292.53","(+5.00\\%)"
2701,"-1443.21","-1140.16","(-2.48\\%)"
2702,"1211.78","-592.34","(-0.21\\%)"
2703,"-173.91","-390.32","(-0.83\\%)"
2704,"-720.29","-1140.14","(-1.01\\%)"
2705,"192.89","-1003.14","(-2.61\\%)"
2706,"-1876.92","-656.96","(-1.60\\%)"
2707,"-5384.70","-749.34","(-0.35\\%)"
2708,"0.00","0.00","(0.00\\%)"
2709,"0.00","0.00","(0.00\\%)"
2710,"-445.51","-368.64","(0.00\\%)"
2711,"-1395.06","-886.81","(-3.41\\%)"
2712,"-2162.55","-210.90","(-1.50\\%)"
2713,"-97.54","82.05","(-0.14\\%)"
2714,"0.00","0.00","(0.00\\%)"
2715,"-1412.26","-1216.88","(-1.35\\%)"
2716,"-204.31","-1568.82","(-0.75\\%)"
2717,"-1179.92","-690.38","(-2.37\\%)"
2718,"-302.85","-395.52","(-1.06\\%)"
2719,"-8492.44","-952.74","(-5.78\\%)"
2720,"-1226.62","-516.29","(+0.03\\%)"
2721,"3152.75","-820.44","(+0.53\\%)"
2722,"-14230.64","-2230.25","(-1.39\\%)"
2723,"-29.25","-412.03","(-1.63\\%)"
2724,"2863.30","-1034.57","(-0.41\\%)"
2725,"-2060.23","-1550.83","(-1.98\\%)"
2726,"-553.07","-201.91","(0.00\\%)"
2727,"-1276.23","-1174.89","(-1.08\\%)"
2728,"-1905.54","-771.69","(-0.99\\%)"
2729,"-63.15","-32.92","(0.00\\%)"
2730,"49.33","-22.33","(-0.45\\%)"
2731,"-851.17","-1993.16","(-4.98\\%)"
2732,"-104.78","-761.36","(-1.62\\%)"
2733,"-791.68","-1455.42","(-5.15\\%)"
2734,"190.54","155.29","(+0.80\\%)"
2735,"2512.23","1400.34","(+4.03\\%)"
2736,"-154.44","-561.83","(-1.58\\%)"
2737,"-1067.36","-1125.66","(-0.86\\%)"
2738,"-3563.20","-1557.70","(-1.20\\%)"
2739,"-412.05","-1081.32","(-3.78\\%)"
2740,"-622.61","-1103.97","(-2.95\\%)"
2741,"-760.80","-930.61","(-4.42\\%)"
2742,"-31793.34","-3784.08","(-10.00\\%)"
2743,"-3211.29","-821.48","(-2.42\\%)"
2744,"-537.11","-613.28","(-2.13\\%)"
2745,"-811.98","-775.66","(-0.73\\%)"
2746,"-135.71","-600.88","(-1.99\\%)"
2747,"-272.62","-169.88","(-1.05\\%)"
2748,"-3363.46","-170.17","(-2.44\\%)"
2749,"-241.53","-280.75","(-0.71\\%)"
2750,"0.00","0.00","(0.00\\%)"
2751,"-1893.17","-1101.51","(-5.38\\%)"
2752,"-595.16","611.50","(+1.96\\%)"
2753,"1801.38","-953.76","(+1.55\\%)"
2754,"0.00","0.00","(0.00\\%)"
2755,"-2250.80","-258.67","(-0.71\\%)"
2756,"-4017.23","-303.36","(-0.12\\%)"
2757,"-947.47","-1528.31","(-4.88\\%)"
2758,"-2568.81","7.71","(-0.78\\%)"
2759,"-312.76","118.21","(-0.12\\%)"
2760,"-851.42","-877.18","(-0.08\\%)"
2761,"145.95","-723.96","(-1.86\\%)"
2762,"-2206.23","-387.35","(-1.21\\%)"
2763,"966.85","522.18","(2.13\\%)"
2764,"-1136.60","-1186.71","(-3.04\\%)"
2765,"0.00","0.00","(0.00\\%)"
2766,"-1127.51","-675.67","(+0.75\\%)"
2767,"-1531.55","-1533.85","(-2.51\\%)"
2768,"-80.74","-548.76","(+0.20\\%)"
2769,"-3548.33","-528.03","(-2.37\\%)"
2770,"2140.97","-2390.78","(0.00\\%)"
2771,"279.08","-186.86","(-1.11\\%)"
2772,"0.00","0.00","(0.00\\%)"
2773,"-1553.42","-1491.61","(-3.87\\%)"
2774,"-14468.32","-1780.30","(-5.95\\%)"
2775,"-189.25","-298.84","(-0.67\\%)"
2776,"0.00","0.00","(0.00\\%)"
2777,"-1790.09","-1085.29","(-0.46\\%)"
2778,"-3309.58","-861.35","(-1.54\\%)"
2779,"-1963.89","-773.30","(-1.55\\%)"
2780,"455.86","-392.64","(+0.26\\%)"
2781,"19647.60","-1364.07","(+0.85\\%)"
2782,"-869.97","-757.06","(-3.22\\%)"
2783,"-19262.14","347.18","(-0.56\\%)"
2784,"-193.76","-1301.37","(-2.07\\%)"
2785,"-287.08","-1115.36","(-1.77\\%)"
2786,"-258.87","-869.68","(-3.67\\%)"
2787,"818.69","28.76","(+0.98\\%)"
2788,"1394.81","70.76","(+1.18\\%)"
2789,"-2440.42","-1252.66","(-4.24\\%)"
2790,"-2414.79","-1437.09","(-1.84\\%)"
2791,"23.75","-354.95","(-0.54\\%)"
2792,"-3864.27","-866.79","(-2.08\\%)"
2793,"-2142.48","-1182.35","(-1.25\\%)"
2794,"2180.95","-1620.44","(-0.60\\%)"
2795,"3.25","-833.18","(-2.16\\%)"
2796,"0.00","0.00","(0.00\\%)"
2797,"4207.61","1833.33","(+5.61\\%)"
2798,"-309.89","-914.58","(-2.80\\%)"
2799,"-573.42","-964.49","(-1.29\\%)"
2800,"-13.85","646.18","(+0.45\\%)"
2801,"-1217.76","-1774.31","(-5.48\\%)"
2802,"-1047.12","-467.07","(-0.87\\%)"
2803,"-9350.57","-435.58","(-3.59\\%)"
2804,"315.19","-192.10","(-1.26\\%)"
2805,"-393.85","-450.62","(-3.41\\%)"
2806,"-1555.11","323.27","(0.00\\%)"
2807,"-1168.49","-728.62","(-2.52\\%)"
2808,"-614.86","-1708.21","(-3.84\\%)"
2809,"-896.37","-539.94","(-2.28\\%)"
2810,"112.97","-1153.00","(-3.65\\%)"
2811,"-1357.78","-781.43","(-1.26\\%)"
2812,"-37.56","34.06","(+0.62\\%)"
2813,"-678.39","-112.75","(-1.38\\%)"
2814,"-826.42","-732.13","(-1.75\\%)"
2815,"-604.07","-936.55","(0.00\\%)"
2816,"-1221.93","-2742.23","(-4.60\\%)"
2817,"-17485.97","-2884.40","(-9.89\\%)"
2818,"-2718.28","1720.43","(-1.19\\%)"
2819,"2158.08","-159.54","(+1.23\\%)"
2820,"39.34","3.31","(+0.14\\%)"
2821,"-1990.73","-1266.42","(-1.35\\%)"
2822,"-81.77","-138.23","(-0.25\\%)"
2823,"-9239.65","-486.12","(-0.66\\%)"
